title,authors,isbn13
Seize the Night (Moonlight Bay  #2),Dean Koontz/Keith Szarabajka,9780553479010
From the Corner of His Eye,Dean Koontz/Stephen Lang,9780553502695
The Good Guy,Dean Koontz/Richard Ferrrone,9780739332931
3rd Degree,James Patterson/Andrew Gross/Carolyn McCormick,9781586215989
2nd Chance (Women's Murder Club #2),James Patterson/Melissa Leo/Jeremy Piven/Andrew Gross,9781594831164
The Big Bad Wolf,James Patterson/Peter J. Fernandez/Denis O'Hare,9781586215804
Pop Goes the Weasel,James Patterson/Roger Rees/Keith David,9781594836114
The Winds of War (The Henry Family  #1),Herman Wouk,9780316952668
Hollywood Station (Hollywood Station  #1),Joseph Wambaugh,9780316066143
The Choirboys,Joseph Wambaugh,9780752851310
Fire Lover: A True Story,Joseph Wambaugh,9780060095277
Floaters,Joseph Wambaugh,9780553575958
The New Centurions,Joseph Wambaugh,9780440164173
The Black Marble,Joseph Wambaugh,9780440613961
The Secrets of Harry Bright,Joseph Wambaugh,9780722189146
Lines and Shadows,Joseph Wambaugh,9780553763256
Hollywood Tough (Shane Scully  #3),Stephen J. Cannell/Paul Michael/Michael Prichard,9781559278225
Cold Hit (Shane Scully #5),Stephen J. Cannell/Scott Brick,9781593977733
Trunk Music (Harry Bosch  #5; Harry Bosch Universe  #6),Michael Connelly/Dick Hill,9781423323389
Angels Flight (Harry Bosch  #6),Michael Connelly/Dick Hill,9781597376853
The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly/Dick Hill,9781423323259
The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly/Len Cariou,9781594830204
Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly/Len Cariou,9781594835896
The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly/Buck Schirner,9781423323235
The Concrete Blonde (Harry Bosch  #3),Michael Connelly/Dick Hill,9781596009202
The Best American Mystery Stories 2003,Michael Connelly/Otto Penzler,9780618390724
Hundred-Dollar Baby (Spenser  #34),Robert B. Parker/Joe Mantegna,9780739318652
The Spenser Collection: Volume I (Spenser  #27-28),Robert B. Parker/Joe Mantegna,9780739340196
School Days (Spenser  #33),Robert B. Parker/Joe Mantegna,9780739318614
Potshot (Spenser  #28),Robert B. Parker/Joe Mantegna,9780553702460
Chance (Spenser  #23),Robert B. Parker/Burt Reynolds,9780787107123
The Accidental Time Machine,Joe Haldeman,9780441014996
A Separate War and Other Stories,Joe Haldeman/Connie Willis,9780441014071
The Forever War (The Forever War  #1),Joe Haldeman,9780060510862
Worlds Enough and Time (Worlds #3),Joe Haldeman,9780688090258
The Coming,Joe Haldeman,9780441008766
Forever Peace (The Forever War  #2),Joe Haldeman,9780441005666
Dealing in Futures,Joe Haldeman,9780451452580
Study War No More: A Selection of Alternatives,Joe Haldeman/William Nabors/Harry Harrison/Damon Knight/Harlan Ellison/Ben Bova/Poul Anderson/Isaac Asimov/Mack Reynolds/Alec Effinger,9780380405190
Not of Woman Born,Constance Ash/Nina Kiriki Hoffman/Patricia A. McKillip/Walter Jon Williams/Debra Doyle/James D. Macdonald/Kara Dalkey/Michael Armstrong/Richard Parks/Sage Walker/Susan Palwick/William F. Wu/Jack McDevitt/Janni Lee Simner/Robert Silverberg,9780451456816
Worlds Apart (Worlds 2),Joe Haldeman,9780380716821
Train_man  Volume 3 (Train_man),Hidenori Hara/Hitori Nakano,9781421508504
The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler,9780618497423
Mystic River,Dennis Lehane,9780060584757
Coronado: Stories,Dennis Lehane,9780061139673
Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,9780380730360
A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane,9780156029025
Shutter Island,Dennis Lehane,9780380731862
The Best American Mystery Stories 2002,James Ellroy/Otto Penzler/John Biguenet/Michael Connelly/Thomas H. Cook/Sean Doolittle/Brendan DuBois/David Edgerley Gates/Joe Gores/James Grady/Clark Howard/Stuart M. Kaminsky/Joe R. Lansdale/Michael Malone/Annette Meyers/Joyce Carol Oates/Robert B. Parker/F.X. Toole/Daniel Waterman/Scott Wolven/Fred Melton,9780618258079
The Black Dahlia (L.A. Quartet  #1),James Ellroy,9780446698870
The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,Donald H. Wolfe,9780060582500
Corroborating Evidence: The Black Dahlia Murder,William T. Rasmussen,9780865344921
Childhood Shadows: The Hidden Story of the Black Dahlia Murder,Mary  Pacios,9781585004843
Triptych (Will Trent  #1),Karin Slaughter,9780385339469
Blindsighted (Grant County  #1),Karin Slaughter,9780380820887
Kisscut (Grant County  #2),Karin Slaughter,9780060534042
Beyond Reach (Grant County  #6),Karin Slaughter,9780385339476
A Faint Cold Fear (Grant County  #3),Karin Slaughter,9780060534059
Faithless (Grant County  #5),Karin Slaughter,9780440242918
Like A Charm,Karin Slaughter/Peter Robinson/John Connolly/Denise Mina/Mark Billingham,9780060583316
Like a Charm,Karin Slaughter/Denise Mina/John Harvey/Kelley Armstrong/John Connolly/Emma Donoghue/Jane Haddam/Laura Lippman/Peter Robinson/Fidelis Morgan/Peter Moore Smith/Lynda La Plante/Jerrilyn Farmer/Lee Child/Mark Billingham,9780099462255
The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,9781593553944
The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse/Garrick Hagon,9781860428784
Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,9781567408348
Killing Floor (Jack Reacher  #1),Lee Child/Dick Hill,9781593555580
Without Fail (Jack Reacher  #6),Lee Child/Dick Hill,9781590860625
One Shot (Jack Reacher  #9),Lee Child/Dick Hill,9781593555191
Bad Luck and Trouble (Jack Reacher  #11),Lee Child,9780739340677
Echo Burning (Jack Reacher  #5),Lee Child,9781423319528
Blood on the Moon: The Assassination of Abraham Lincoln,Edward Steers Jr.,9780813191515
The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,George Grant,9780785265436
Blood on the Moon (Lloyd Hopkins  #1),James Ellroy,9781400095285
Blood Moon Over Bengal,Morag McKendrick Pippin,9780843954524
Blood Moon Over Britain,Morag McKendrick Pippin,9780843955828
The Silent Gondoliers,William Goldman,9780345442635
Heat,William Goldman,9780446300001
Tinsel,William Goldman,9780440187356
The Princess Bride,William Goldman,9780345418265
Hype and Glory,William Goldman/P. Gethers,9780679734789
La princesa prometida,William Goldman,9788427030978
Boys and Girls Together,William Goldman,9780345439734
Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman/Mike Lupica,9780553053197
The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,9780151730858
Creepers,David Morrell,9781593153571
The Totem,David Morrell,9780446691901
The League of Night and Fog (Mortalis  #3),David Morrell,9780446691925
Scavenger (Frank Balenger  #2),David Morrell,9781593154417
The Fraternity of the Stone (Mortalis  #2),David Morrell,9780747238911
The Brotherhood of the Rose (Mortalis  #1),David Morrell,9780747238904
The Protector (Cavanaugh #1),David Morrell,9780446530682
Assumed Identity,David Morrell,9780446600705
Double Image,David Morrell,9782253172284
La Cinquième profession,David Morrell,9782253060703
The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,9780061126574
Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter/Beau Bridges,9780553455809
Black Light (Bob Lee Swagger  #2),Stephen Hunter/Beau Bridges,9780553477481
The Day Before Midnight,Stephen Hunter/Philip Bosco,9780553452112
Hot Springs (Earl Swagger  #1),Stephen Hunter/Jay O. Sanders,9780743500265
Point Of Impact (Bob Lee Swagger  #1),Stephen Hunter/Beau Bridges,9780739344248
Dirty White Boys,Stephen Hunter/Will Patten,9781570421921
Bevor es Nacht wird. Ein Leben in Havanna,Reinaldo Arenas,9783423129862
The Book of the Dead  (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child/Scott Brick,9781594832284
Relic (Pendergast #1),Douglas Preston/Lincoln Child,9781423330417
The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,9781594839412
Tyrannosaur Canyon,Douglas Preston/Scott Sowers,9781593977795
Waterworks,E.L. Doctorow/Sam Waterston,9780679433729
The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson/Tony Goldwyn,9780739303405
King Icahn,Mark      Stevens/Carol Bloom Stevens,9780525936138
The Sicilian,Mario Puzo,9780345441706
The Dark Arena,Mario Puzo,9780345441690
Omerta,Mario Puzo,9780345432407
Fools Die,Mario Puzo,9780451160195
The Godfather,Mario Puzo/Peter Bart/Robert Thompson,9780451217400
The Fortunate Pilgrim,Mario Puzo,9780345476722
On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2),Max Allan Collins/José Luis García-López/Steve Lieber/Josef Rubinstein/Rob Leigh/Bob Lappan,9781401203573
Oasis (On the Road to Perdition  #1),Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/José Luis García-López/Bob Lappan,9781401200688
Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,9780743444040
The London Blitz Murders (Disaster Series  #5),Max Allan Collins,9780425198056
The Last Quarry (Quarry #7),Max Allan Collins,9780843955934
Snake Eyes (CSI: Crime Scene Investigation  #8),Max Allan Collins,9780743496650
A Killing in Comics (Jack & Maggie Starr  #1),Max Allan Collins/Terry Beatty,9780425213650
The War of the Worlds Murder (Disaster Series  #6),Max Allan Collins,9780425204016
From a Buick 8,Stephen King,9780743211376
The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton/Chris Noth/Anthony Heald,9780375415807
Jurassic Park,Michael Crichton,9780345418951
Binary,John Lange,9780394479873
Un train d'or pour la Crimée,Michael Crichton,9782266070072
The Voices of Morebath: Reformation and Rebellion in an English Village,Eamon Duffy,9780300098259
Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,9781400044870
Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett/Steven M. Wolinsky,9780786884407
Crash Proof: How to Profit from the Coming Economic Collapse,Peter D. Schiff/John Downes,9780470043608
The World  the Text  and the Critic,Edward W. Said/إدوارد سعيد,9780674961876
Culture and Imperialism,Edward W. Said,9780679750543
La economía Long Tail,Chris Anderson/Federico Villegas Silva Lezama,9788493464264
Prioritizing Web Usability,Jakob Nielsen/Hoa Loranger,9780321350312
Homepage Usability: 50 Websites Deconstructed,Jakob Nielsen/Marie Tahir,9780735711020
Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,9780143037835
The Wild Trees: A Story of Passion and Daring,Richard   Preston,9781400064892
The Boat of Dreams: A Christmas Story,Richard   Preston/George Henry Jennings,9780743245920
Strange Pilgrims,Gabriel García Márquez,9781400034697
Doce cuentos peregrinos,Gabriel García Márquez,9781400034949
Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,9780316011839
Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,9780316910330
All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar,9780316912129
You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar,9780316735162
The Zero,Jess Walter,9780060898656
Zero: The Biography of a Dangerous Idea,Charles Seife,9780285635944
Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani,9781932450750
The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,9780767906289
Year Zero,Jeff Long,9781416534426
Count Zero (Sprawl  #2),William Gibson,9780441013678
Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss,9780345490094
Bravo Two Zero,Andy McNab,9780552153577
This Lullaby,Sarah Dessen,9780142501559
Lullabies for Little Criminals,Heather O'Neill,9780060875077
Hush! A Thai Lullaby,Minfong Ho/Holly Meade,9780531071663
Lullaby Town (Elvis Cole  #3),Robert Crais,9780752817002
The Iliad (SparkNotes Literature Guides),SparkNotes/Homer,9781586633714
The Princess Bride (Long  Tall Texans  #15),Diana Palmer,9780373192823
The Sultan's Bought Bride  (Princess Brides  #1),Jane Porter,9780373124183
The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery,9780373246472
The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd,9780060561185
Stargirl (Stargirl  #1),Jerry Spinelli,9780440416777
Love  Stargirl (Stargirl  #2),Jerry Spinelli,9780375813757
Stargirl LitPlans on CD,Mary B. Collins,9781583372920
Son of the Mob (Son of the Mob  #1),Gordon Korman,9780786815937
Hollywood Hustle (Son of the Mob  #2),Gordon Korman,9780786809196
For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo/Mary Jane Ross,9780767906890
El ojo de fuego,Lewis Perdue,9788489746152
Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,9781933771137
The Soloist,Nicholas Christopher,9781593761226
Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Arthur Golden,9789833346684
Survivor,Chuck Palahniuk,9780099282648
Diary,Chuck Palahniuk,9781400032815
Rant,Chuck Palahniuk,9780385517874
Clown Girl,Monica Drake/Chuck Palahniuk,9780976631156
Haunted,Chuck Palahniuk,9781400032822
Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,9781400047833
Nonfiction,Chuck Palahniuk,9780224063029
Survivant,Chuck Palahniuk/Freddy Michalski,9782070756278
Fantasmas,Chuck Palahniuk/Javier Calvo,9789879397503
Error humano,Chuck Palahniuk/Javier Calvo,9788439711865
Life After God,Douglas Coupland,9780743231510
City of Glass: Douglas Coupland's Vancouver,Douglas Coupland,9781550548181
Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,9781553651529
All Families Are Psychotic,Douglas Coupland,9780007117536
Shampoo Planet,Douglas Coupland,9780743231534
All Tomorrow's Parties (Bridge  #3),William Gibson,9780425190449
Spook Country (Blue Ant  #2),William Gibson,9780399154300
Burning Chrome (Sprawl  #0),William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor,9780060539825
Idoru (Bridge #2),William Gibson,9780425190456
Virtual Light (Bridge  #1),William Gibson,9780140157727
Stable Strategies and Others,Eileen Gunn/Howard Waldrop/William Gibson,9781892391186
Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,Dani Cavallaro,9780485006070
The Neil Gaiman Audio Collection,Neil Gaiman,9780060732981
The Day I Swapped My Dad for Two Goldfish,Neil Gaiman/Dave McKean,9780060587031
Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,9781563893339
Creatures of the Night,Neil Gaiman/Michael Zulli,9781569719367
New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,9780785110675
The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,9781563892677
The Mystery Play,Grant Morrison/Jon J. Muth,9781563891892
Kid Eternity,Grant Morrison/Duncan Fegredo,9781401209339
New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,9780785108115
Seven Soldiers of Victory  Volume 1,Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart,9781401209254
Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,9781563890345
The Filth,Grant Morrison/Chris Weston/Gary Erskine,9781401200138
Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,9781401212025
JLA  Vol. 1: New World Order,Grant Morrison/Howard Porter/John Dell,9781563893698
Batman: Gothic,Grant Morrison/Klaus Janson,9781563890284
JLA: Earth 2,Grant Morrison/Frank Quitely,9781563896316
New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,9780785123262
Superfolks,Robert  Mayer/Grant Morrison,9780312339920
Kill Your Boyfriend,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo,9781563894534
Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,9781401204259
JLA: Tierra 2,Grant Morrison/Frank Quitely/Rafael De la Iglesia,9789872249755
Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,9781401209995
New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,9780785113454
The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,9781401200190
The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,9781563897283
Invisible,Pete Hautman,9780689869037
The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,9781563894442
The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,9781563896002
Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson/David Hatcher Childress,9781931882200
The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,9781563894893
The Invisible Heart: An Economic Romance,Russell Roberts/Russ Roberts,9780262681353
Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson,9781563894817
